7.21e-07,
3.35e-07,
7.86e-07,
9.5e-07,
1.434e-06,
1.718e-06,
1.18e-06,
1.479e-06,
1.576e-06,
1.748e-06,
1.852e-06,
2.137e-06,
2.293e-06,
2.497e-06,
2.651e-06,
2.77e-06,
3.487e-06,
3.399e-06,
4.085e-06,
4.554e-06,
5.033e-06,
4.915e-06,
4.932e-06,
4.206e-06,
4.394e-06,
4.719e-06,
5.877e-06,
5.985e-06,
6.038e-06,
6.625e-06,
5.571e-06,
6.217e-06,
6.147e-06,
6.081e-06,
8.023e-06,
6.536e-06,
7.571e-06,
1.0546e-05,
1.0516e-05,
1.1007e-05,
1.0734e-05,
1.2445e-05,
8.514e-06,
9.961e-06,
2.109e-05,
1.7391e-05,
1.0741e-05,
1.5216e-05,
1.5973e-05,
1.2426e-05,
1.2944e-05,
1.7028e-05,
1.5332e-05,
1.1591e-05,
1.4653e-05,
1.6534e-05,
1.4128e-05,
1.1166e-05,
1.381e-05,
1.9691e-05,
1.523e-05,
1.9896e-05,
2.0845e-05,
1.4012e-05,
1.4789e-05,
2.5877e-05,
2.4835e-05,
1.2625e-05,
1.9492e-05,
1.8315e-05,
1.8244e-05,
2.8716e-05,
2.9671e-05,
2.1826e-05,
1.5784e-05,
2.2661e-05,
2.1336e-05,
2.4365e-05,
2.1352e-05,
1.9068e-05,
1.6839e-05,
2.3685e-05,
1.5246e-05,
2.7184e-05,
2.2794e-05,
1.7538e-05,
2.0247e-05,
3.6909e-05,
2.5019e-05,
3.5773e-05,
2.5024e-05,
1.6511e-05,
4.5172e-05,
3.2074e-05,
2.6286e-05,
2.5355e-05,
2.6207e-05,
4.0476e-05,
2.9518e-05,
2.1615e-05,
2.0034e-05,
5.1662e-05,
2.6786e-05,
2.0468e-05,
2.985e-05,
2.2743e-05,
3.0919e-05,
2.3701e-05,
2.6973e-05,
3.3238e-05,
3.5988e-05,
6.2995e-05,
3.8338e-05,
2.3565e-05,
2.4909e-05,
2.6852e-05,
5.8676e-05,
3.9843e-05,
3.9797e-05,
4.0626e-05,
2.628e-05,
6.1475e-05,
3.6271e-05,
3.1979e-05,
2.4427e-05,
