3.18e-07,
8.7e-07,
3.6e-07,
1.41e-07,
6.06e-07,
1.72e-07,
1.46e-07,
2.76e-07,
2.32e-07,
3.58e-07,
3.71e-07,
1.28e-07,
3.8e-07,
4.7e-07,
1.24e-07,
3.78e-07,
2.33e-07,
4.12e-07,
4.15e-07,
7.71e-07,
1.4e-07,
3.17e-07,
4.19e-07,
4.36e-07,
7.63e-07,
4.39e-07,
4.12e-07,
1.55e-07,
4.48e-07,
4.73e-07,
4.84e-07,
6.17e-07,
1.63e-07,
4.08e-07,
3.98e-07,
3.5e-07,
1.82e-07,
3.99e-07,
4e-07,
1.96e-07,
4.01e-07,
6.37e-07,
5.45e-07,
4.43e-07,
3.89e-07,
5.71e-07,
4.36e-07,
6.29e-07,
5.26e-07,
6.64e-07,
9.8e-07,
7.92e-07,
3.81e-07,
3e-07,
2.77e-07,
5.37e-07,
5.42e-07,
2.2e-07,
2.03e-07,
1.78e-07,
5.11e-07,
2.3e-07,
6.14e-07,
4.78e-07,
5.09e-07,
5.39e-07,
5.5e-07,
1.9e-07,
8.6e-07,
1.548e-06,
1.297e-06,
8.5e-07,
8.13e-07,
4.6e-07,
8.33e-07,
4.92e-07,
4.61e-07,
4.58e-07,
6.23e-07,
4.35e-07,
3.54e-07,
5.16e-07,
4.81e-07,
3.65e-07,
3.71e-07,
1.006e-06,
6.51e-07,
6.31e-07,
5.82e-07,
8.02e-07,
4.05e-07,
3.82e-07,
4.88e-07,
1.391e-06,
1.26e-06,
1.704e-06,
4.51e-07,
6.27e-07,
8.74e-07,
7.94e-07,
3.25e-07,
3.62e-07,
4.6e-07,
3.05e-07,
5.59e-07,
4.9e-07,
7.07e-07,
8.54e-07,
4.9e-07,
1.483e-06,
1.113e-06,
7.26e-07,
1.469e-06,
9.46e-07,
1.3e-06,
6.34e-07,
7.24e-07,
5.18e-07,
7.17e-07,
6.39e-07,
8.45e-07,
3.56e-07,
3.93e-07,
1.43e-06,
1.249e-06,
1.126e-06,
8.25e-07,
9.16e-07,
9.82e-07,
4.13e-07,
3.92e-07,
7e-07,
5.92e-07,
3.19e-07,
2.8e-07,
7.72e-07,
2.99e-07,
4.01e-07,
6.22e-07,
5.46e-07,
1.044e-06,
1.282e-06,
7.79e-07,
5.14e-07,
8.41e-07,
7.06e-07,
9e-07,
2.263e-06,
8.07e-07,
6.62e-07,
6.55e-07,
6.52e-07,
6.42e-07,
6.35e-07,
9.79e-07,
1.227e-06,
7.51e-07,
5.69e-07,
6.63e-07,
1.342e-06,
8.51e-07,
1.366e-06,
1.375e-06,
8.57e-07,
7.7e-07,
9.42e-07,
1.468e-06,
5.14e-07,
8.57e-07,
6.7e-07,
1.124e-06,
7.05e-07,
5.8e-07,
9.88e-07,
4.55e-07,
7.51e-07,
3.23e-07,
