2.632e-06,
3.75e-07,
8.69e-07,
1.973e-06,
5.05e-07,
4.14e-07,
4.7e-07,
5.13e-07,
5.97e-07,
6.15e-07,
3.16e-07,
2.9e-07,
7.43e-07,
2.2e-06,
1.915e-06,
5.08e-07,
1.356e-06,
9.42e-07,
9.2e-07,
5.2e-07,
6.59e-07,
2.646e-06,
1.612e-06,
1.542e-06,
1.194e-06,
6.57e-07,
8.3e-07,
6.12e-07,
1.178e-06,
1.071e-06,
1.182e-06,
1.018e-06,
4.49e-07,
8.81e-07,
4.36e-07,
3.343e-06,
6.9e-07,
6.64e-07,
6.53e-07,
7.01e-07,
9.41e-07,
2.754e-06,
1.853e-06,
2.082e-06,
7.35e-07,
9.32e-07,
7.27e-07,
5.77e-07,
5.35e-07,
7.24e-07,
8.06e-07,
1.098e-06,
2.19e-06,
1.382e-06,
9.92e-07,
8.93e-07,
4.84e-07,
5.01e-07,
5.68e-07,
6.1e-07,
7.71e-07,
2.027e-06,
1.939e-06,
1.171e-06,
5.32e-07,
6.83e-07,
1.218e-06,
2.865e-06,
2.932e-06,
1.02e-06,
2.135e-06,
1.103e-06,
1.41e-06,
7.59e-07,
4.83e-07,
5.61e-07,
7.88e-07,
1.207e-06,
8.78e-07,
1.999e-06,
2.457e-06,
2.168e-06,
1.967e-06,
1.138e-06,
8.548e-06,
1.543e-06,
2.36e-06,
1.309e-06,
1.359e-06,
2.191e-06,
1.694e-06,
9.29e-07,
5.51e-07,
6.15e-07,
1.276e-06,
4.86e-07,
9.84e-07,
1.059e-06,
1.303e-06,
1.065e-06,
1.115e-06,
1.803e-06,
8.71e-07,
1.567e-06,
1.501e-06,
1.68e-06,
1.02e-06,
6.06e-07,
8.56e-07,
1.363e-06,
1.363e-06,
9.25e-07,
1.1e-06,
8.89e-07,
1.206e-06,
8.21e-07,
1.192e-06,
1.061e-06,
2.359e-06,
1.567e-06,
1.048e-06,
1.672e-06,
1.239e-06,
1.727e-06,
1.061e-06,
1.347e-06,
1.465e-06,
2.561e-06,
2.547e-06,
8.42e-07,
1.865e-06,
1.561e-06,
1.301e-06,
1.325e-06,
9.31e-07,
1.964e-06,
1.929e-06,
1.736e-06,
2.141e-06,
1.597e-06,
1.176e-06,
1.367e-06,
1.044e-06,
8.38e-07,
1.84e-06,
2.54e-06,
1.531e-06,
1.692e-06,
2.051e-06,
1.114e-06,
2.167e-06,
1.812e-06,
6.45e-07,
1.759e-06,
1.791e-06,
1.585e-06,
1.836e-06,
1.802e-06,
2.106e-06,
1.437e-06,
1.187e-06,
9.69e-07,
1.173e-06,
3.006e-06,
1.34e-06,
1.505e-06,
1.509e-06,
2.24e-06,
1.569e-06,
2.213e-06,
2.497e-06,
1.888e-06,
1.338e-06,
